Final;Tipo;CMD;Secc.;Fecha Perm.;Permiso;Cod.;A/N;Viv.;Hab.;Sup. Viv.;Sup. Loc.;Sup. Final;Sup. Tot.;Plantas;1H;2H;3H;4H;5H;6H;+6H
14/02/2007;ON;SO;21;25/01/2007;0239/2007;6;N;0;0;0;391;391;391;;0;0;0;0;0;0;0
14/02/2007;R;VH;7;01/02/2007;0312/2007;8;A;0;0;0;356;356;;;0;0;0;0;0;0;0
14/02/2007;M;VH;7;02/02/2007;0333/2007;8;A;0;0;0;0;0;;;0;0;0;0;0;0;0
14/02/2007;R;SO;12;08/02/2007;0389/2007;6;N;0;0;0;274;274;274;;0;0;0;0;0;0;0
14/02/2007;R;NO;14;13/02/2007;0424/2007;1;N;1;1;68;0;68;68;;1;0;0;0;0;0;0
14/02/2007;R;SO;12;13/02/2007;0426/2007;6;A;0;0;0;298;298;;;0;0;0;0;0;0;0
15/02/2007;ON;RZ;5;05/10/1993;1337/1993;8;A;0;0;0;24;24;;;0;0;0;0;0;0;0
15/02/2007;ON;C;8;10/08/2005;1883/2005;4;N;22;49;1315;69;1384;1384;;1;16;4;1;0;0;0
15/02/2007;ON;FM;17;12/07/2006;1751/2006;8;N;0;0;0;1528;1528;1528;;0;0;0;0;0;0;0
15/02/2007;ON;FM;17;18/01/2007;0169/2007;8;A;0;0;0;0;0;;;0;0;0;0;0;0;0
15/02/2007;ON;C;8;19/01/2007;0192/2007;4;A;0;0;12;0;12;;;0;0;0;0;0;0;0
15/02/2007;ON;RZ;5;09/02/2007;0410/2007;8;A;0;0;0;19;19;;;0;0;0;0;0;0;0
15/02/2007;R;SO;11;13/02/2007;0433/2007;6;N;0;0;0;479;479;479;;0;0;0;0;0;0;0
15/02/2007;R;NO;15;14/02/2007;0434/2007;3;A;0;3;98;0;98;;;0;0;0;0;0;0;0
15/02/2007;R;FM;10;14/02/2007;0437/2007;8;A;0;0;0;59;59;;;0;0;0;0;0;0;0
16/02/2007;M;SO;5;27/04/1999;0768/1999;8;A;0;0;0;192;192;;;0;0;0;0;0;0;0
16/02/2007;M;RZ;5;24/11/2003;2162/2003;1;A;0;2;49;0;49;;;0;0;0;0;0;0;0
16/02/2007;ON;C;1;13/05/2004;1042/2004;4;N;33;82;3073;240;3313;3313;;0;21;9;2;1;0;0
16/02/2007;ON;C;1;08/11/2006;3069/2006;4;A;0;0;0;0;0;;;0;0;0;0;0;0;0
16/02/2007;ON;C;2;30/11/2006;3300/2006;8;A;0;0;0;0;0;;;0;0;0;0;0;0;0
16/02/2007;R;C;3;27/12/2006;3527/2006;1;A;0;3;65;0;65;;;0;0;0;0;0;0;0
16/02/2007;ON;RZ;3;12/01/2007;0084/2007;1;A;0;0;9;0;9;;;0;0;0;0;0;0;0
16/02/2007;R;RZ;4;31/01/2007;0300/2007;2;A;0;0;14;0;14;;;0;0;0;0;0;0;0
16/02/2007;R;SO;5;08/02/2007;0384/2007;2;N;1;4;100;89;189;189;;0;0;0;1;0;0;0
16/02/2007;R;SO;11;09/02/2007;0408/2007;1;A;0;0;0;0;0;;;0;0;0;0;0;0;0
16/02/2007;R;SO;11;13/02/2007;0427/2007;6;A;0;0;0;275;275;;;0;0;0;0;0;0;0
16/02/2007;R;C;1;14/02/2007;0439/2007;8;A;0;0;0;34;34;;;0;0;0;0;0;0;0
16/02/2007;R;C;10;14/02/2007;0440/2007;1;A;0;3;66;0;66;;;0;0;0;0;0;0;0
16/02/2007;R;NO;16;16/02/2007;0461/2007;6;A;0;0;0;100;100;;;0;0;0;0;0;0;0
16/02/2007;R;NO;16;16/02/2007;0463/2007;1;N;1;6;227;0;227;227;;0;0;0;0;0;1;0
16/02/2007;R;C;1;16/02/2007;0469/2007;3;N;2;6;137;0;137;137;;0;0;2;0;0;0;0
18/02/2007;R;C;2;01/02/2007;0327/2007;3;A;1;7;151;0;151;;;0;0;0;1;0;0;0
19/02/2007;R;C;3;31/01/2007;0303/2007;8;A;0;0;0;159;159;;;0;0;0;0;0;0;0
19/02/2007;R;SO;12;07/02/2007;0376/2007;6;A;0;0;0;93;93;353;;0;0;0;0;0;0;0
20/02/2007;R;C;9;03/05/2006;0980/2006;6;A;0;0;0;225;225;;;0;0;0;0;0;0;0
20/02/2007;R;VH;13;19/02/2007;0478/2007;1;A;0;0;27;0;27;;;0;0;0;0;0;0;0
20/02/2007;M;RZ;5;19/02/2007;0482/2007;6;A;1;2;62;208;270;;;0;1;0;0;0;0;0
20/02/2007;R;RZ;5;20/02/2007;0484/2007;3;N;2;4;162;0;162;162;;1;0;1;0;0;0;0
21/02/2007;M;VH;6;26/05/2006;1270/2006;1;A;0;5;93;0;93;;;0;0;0;0;0;0;0
21/02/2007;ON;VH;6;17/08/2006;2180/2006;1;N;1;2;78;0;78;78;;0;1;0;0;0;0;0
21/02/2007;R;SO;5;19/02/2007;0471/2007;5;A;0;0;0;310;310;;;0;0;0;0;0;0;0
21/02/2007;R;VH;6;20/02/2007;0490/2007;1;A;0;2;20;0;20;;;0;0;0;0;0;0;0
21/02/2007;R;VH;7;21/02/2007;0480/2007;3;A;1;3;67;0;67;;;0;0;1;0;0;0;0
21/02/2007;R;RZ;4;21/02/2007;0496/2007;6;A;0;0;0;172;172;;;0;0;0;0;0;0;0
22/02/2007;ON;C;8;08/09/2004;1948/2004;1;A;0;2;66;0;66;;;0;0;0;0;0;0;0
22/02/2007;ON;C;2;27/12/2004;2883/2004;1;N;1;3;158;0;158;158;;0;0;1;0;0;0;0
22/02/2007;ON;C;11;06/09/2005;2108/2005;3;A;3;14;308;0;308;;;0;0;2;0;1;0;0
22/02/2007;R;FM;10;01/11/2005;2506/2005;1;A;0;2;37;0;37;;;0;0;0;0;0;0;0
22/02/2007;ON;RZ;4;22/12/2005;2968/2005;8;N;0;0;0;328;328;328;;0;0;0;0;0;0;0
22/02/2007;M;RZ;4;19/05/2006;1190/2006;1;A;0;1;84;0;84;;;0;0;0;0;0;0;0
22/02/2007;ON;VH;13;24/05/2006;1245/2006;1;N;1;4;76;0;76;76;;0;0;0;1;0;0;0
22/02/2007;M;C;1;23/10/2006;2876/2006;8;A;0;0;0;97;97;;;0;0;0;0;0;0;0
22/02/2007;R;SO;11;30/01/2007;0285/2007;3;A;0;0;5;0;5;;;0;0;0;0;0;0;0
22/02/2007;R;C;10;31/01/2007;0294/2007;1;A;0;2;60;0;60;;;0;0;0;0;0;0;0
22/02/2007;R;RZ;4;05/02/2007;0354/2007;6;N;0;0;0;184;184;184;;0;0;0;0;0;0;0
22/02/2007;ON;RZ;4;06/02/2007;0368/2007;8;A;0;0;0;20;20;;;0;0;0;0;0;0;0
22/02/2007;R;C;9;09/02/2007;0411/2007;8;A;0;0;0;67;67;;;0;0;0;0;0;0;0
22/02/2007;ON;VH;13;12/02/2007;1245/2006;1;A;0;1;15;0;15;;;0;0;0;0;0;0;0
22/02/2007;ON;FM;17;14/02/2007;0436/2007;6;N;0;0;0;345;345;345;;0;0;0;0;0;0;0
22/02/2007;R;RZ;5;19/02/2007;0472/2007;6;A;0;0;0;89;89;;;0;0;0;0;0;0;0
22/02/2007;R;RZ;4;22/02/2007;0508/2007;3;A;1;2;45;0;45;;;0;1;0;0;0;0;0
22/02/2007;R;RZ;3;22/02/2007;0520/2007;14;A;0;0;0;15;15;;;0;0;0;0;0;0;0
23/02/2007;R;C;9;05/01/2004;0009/2004;1;A;0;0;10;0;10;;;0;0;0;0;0;0;0
23/02/2007;ON;NO;14;12/06/2006;1418/2006;1;N;1;3;135;0;135;135;;0;0;1;0;0;0;0
23/02/2007;ON;C;8;31/07/2006;1988/2006;4;N;14;28;663;117;780;780;;0;14;0;0;0;0;0
23/02/2007;ON;C;8;15/01/2007;0138/2007;4;A;0;0;0;0;0;;;0;0;0;0;0;0;0
23/02/2007;R;C;9;01/02/2007;0323/2007;1;A;0;1;24;0;24;;;0;0;0;0;0;0;0
23/02/2007;R;C;2;13/02/2007;0429/2007;8;N;0;0;0;185;185;185;;0;0;0;0;0;0;0
23/02/2007;R;SO;5;21/02/2007;0503/2007;1;A;0;2;37;0;37;;;0;0;0;0;0;0;0
23/02/2007;ON;RZ;3;22/02/2007;0521/2007;14;A;0;0;0;352;352;;;0;0;0;0;0;0;0
23/02/2007;R;VH;7;23/02/2007;0528/2007;6;N;0;0;0;125;125;125;;0;0;0;0;0;0;0
26/02/2007;ON;NO;16;22/09/2006;2572/2006;8;N;0;0;0;402;402;402;;0;0;0;0;0;0;0
26/02/2007;R;RZ;4;27/10/2006;2955/2006;2;A;0;0;0;170;170;;;0;0;0;0;0;0;0
26/02/2007;R;SO;20;09/01/2007;0060/2007;2;A;0;1;22;59;81;;;0;0;0;0;0;0;0
26/02/2007;R;SO;12;08/02/2007;0383/2007;1;N;1;2;118;0;118;118;;0;1;0;0;0;0;0
26/02/2007;R;SO;5;19/02/2007;0475/2007;6;A;0;0;0;217;217;;;0;0;0;0;0;0;0
26/02/2007;ON;C;1;23/02/2007;0524/2007;8;A;0;0;0;0;0;;;0;0;0;0;0;0;0
27/02/2007;M;C;9;31/01/1979;0445/1979;8;N;0;0;0;73;73;73;;0;0;0;0;0;0;0
27/02/2007;ON;C;8;05/11/2004;2415/2004;3;A;6;10;283;0;283;;;2;4;0;0;0;0;0
27/02/2007;R;RZ;4;17/11/2005;2654/2005;16;A;0;0;0;83;83;;;0;0;0;0;0;0;0
27/02/2007;ON;C;8;12/05/2006;1072/2006;3;N;4;8;322;0;322;322;;0;4;0;0;0;0;0
27/02/2007;ON;C;1;26/05/2006;1286/2006;8;A;0;0;0;0;0;;;0;0;0;0;0;0;0
27/02/2007;ON;C;8;22/11/2006;3218/2006;3;A;0;0;0;0;0;;;0;0;0;0;0;0;0
27/02/2007;R;RZ;4;23/02/2007;0529/2007;6;A;0;0;0;145;145;;;0;0;0;0;0;0;0
27/02/2007;R;C;2;26/02/2007;0540/2007;1;A;0;0;4;0;4;;;0;0;0;0;0;0;0
27/02/2007;R;RZ;3;26/02/2007;0546/2007;6;A;0;0;0;80;80;;;0;0;0;0;0;0;0
27/02/2007;R;C;2;27/02/2007;0560/2007;6;A;0;0;0;138;138;;;0;0;0;0;0;0;0
28/02/2007;M;VH;7;20/02/2006;0380/2006;3;A;1;3;110;0;110;;;0;1;0;0;0;0;0
28/02/2007;R;FM;18;25/01/2007;0241/2007;6;N;0;0;0;432;432;432;;0;0;0;0;0;0;0
28/02/2007;ON;FM;17;26/01/2007;0253/2007;1;A;0;0;23;0;23;;;0;0;0;0;0;0;0
28/02/2007;ON;FM;17;21/02/2007;0506/2007;6;N;0;0;0;319;319;319;;0;0;0;0;0;0;0
28/02/2007;R;C;1;23/02/2007;0525/2007;9;A;0;0;0;1109;1.109;;;0;0;0;0;0;0;0
28/02/2007;R;VH;6;26/02/2007;0545/2007;5;A;0;0;0;484;484;;;0;0;0;0;0;0;0
28/02/2007;R;FM;17;26/02/2007;0547/2007;6;N;0;0;0;535;535;535;;0;0;0;0;0;0;0
28/02/2007;C;C;1;28/02/2007;0563/2007;2;C;0;0;403;266;669;669;;0;0;0;0;0;0;0
01/03/2007;ON;C;8;17/01/2006;0122/2006;8;A;0;0;0;0;0;;;0;0;0;0;0;0;0
01/03/2007;R;RZ;5;21/02/2007;0498/2007;6;A;0;0;0;246;246;;;0;0;0;0;0;0;0
01/03/2007;R;RZ;5;01/03/2007;0581/2007;1;A;0;1;32;0;32;;;0;0;0;0;0;0;0
01/03/2007;R;VH;6;01/03/2007;0584/2007;1;N;1;3;82;0;82;82;;0;0;1;0;0;0;0
01/03/2007;R;RZ;4;01/03/2007;0586/2007;2;A;0;1;16;64;80;;;0;0;0;0;0;0;0
01/03/2007;C;VH;7;01/03/2007;0591/2007;8;C;0;0;0;280;280;280;;0;0;0;0;0;0;0
02/03/2007;ON;C;10;14/04/1986;0821/1986;2;A;0;2;46;0;46;;;0;0;0;0;0;0;0
02/03/2007;R;VH;13;20/02/2001;0275/2001;8;A;0;0;0;91;91;91;1;0;0;0;0;0;0;0
02/03/2007;M;C;2;02/05/2001;0650/2001;1;A;0;1;39;0;39;;;0;0;0;0;0;0;0
02/03/2007;ON;C;9;01/09/2006;2294/2006;3;A;0;4;102;0;102;;;0;0;0;0;0;0;0
02/03/2007;M;RZ;3;06/09/2006;2351/2006;6;N;0;0;0;122;122;122;;0;0;0;0;0;0;0
02/03/2007;R;C;1;06/12/2006;3353/2006;8;A;0;0;0;63;63;;;0;0;0;0;0;0;0
02/03/2007;R;C;8;22/02/2007;0519/2007;4;A;0;2;44;0;44;;;0;0;0;0;0;0;0
02/03/2007;R;C;10;01/03/2007;0585/2007;2;A;0;1;84;19;103;;;0;0;0;0;0;0;0
02/03/2007;R;SO;21;01/03/2007;0588/2007;5;A;0;0;0;367;367;;;0;0;0;0;0;0;0
02/03/2007;R;SO;5;01/03/2007;0593/2007;3;N;2;2;80;0;80;80;;2;0;0;0;0;0;0
02/03/2007;R;RZ;4;02/03/2007;0596/2007;1;A;0;2;67;0;67;;;0;0;0;0;0;0;0
02/03/2007;R;FM;10;02/03/2007;0597/2007;2;N;1;2;72;40;112;112;;0;1;0;0;0;0;0
02/03/2007;R;RZ;4;02/03/2007;0598/2007;1;A;0;2;62;0;62;;;0;0;0;0;0;0;0
02/03/2007;R;RZ;4;02/03/2007;0600/2007;1;A;0;0;6;0;6;;;0;0;0;0;0;0;0
02/03/2007;R;RZ;4;02/03/2007;0601/2007;1;A;0;3;56;0;56;;;0;0;0;0;0;0;0
02/03/2007;R;VH;6;02/03/2007;0604/2007;1;A;0;6;114;0;114;;;0;0;0;0;0;0;0
02/03/2007;R;C;1;02/03/2007;0609/2007;1;A;0;0;0;0;0;;;0;0;0;0;0;0;0
04/03/2007;ON;NO;15;09/11/2006;3089/2006;6;A;0;0;0;93;93;;;0;0;0;0;0;0;0
04/03/2007;R;NO;16;24/01/2007;0221/2007;1;A;0;0;33;0;33;;;0;0;0;0;0;0;0
04/03/2007;R;NO;16;29/03/2007;0983/2007;1;N;1;3;62;0;62;62;;0;0;1;0;0;0;0
04/03/2007;R;NO;15;29/03/2007;0984/2007;3;A;1;4;59;0;59;;;0;0;0;1;0;0;0
05/03/2007;R;NO;16;22/01/2007;0202/2007;1;A;0;1;28;0;28;;;0;0;0;0;0;0;0
05/03/2007;R;SO;5;02/03/2007;0595/2007;8;A;0;0;0;67;67;;;0;0;0;0;0;0;0
05/03/2007;R;RZ;4;02/03/2007;0610/2007;1;A;0;5;132;0;132;;;0;0;0;0;0;0;0
05/03/2007;R;VH;7;02/03/2007;0613/2007;6;A;0;0;0;63;63;;;0;0;0;0;0;0;0
05/03/2007;R;C;1;05/03/2007;0621/2007;8;A;0;0;0;94;94;;;0;0;0;0;0;0;0
05/03/2007;R;NO;14;05/03/2007;0625/2007;1;A;0;1;63;0;63;;;0;0;0;0;0;0;0
06/03/2007;ON;SO;12;24/03/2003;0397/2003;6;N;0;0;0;238;238;238;;0;0;0;0;0;0;0
06/03/2007;ON;SO;12;22/09/2006;2576/2006;8;A;0;0;0;101;101;;;0;0;0;0;0;0;0
06/03/2007;M;C;1;27/11/2006;3261/2006;8;A;0;0;0;172;172;;;0;0;0;0;0;0;0
06/03/2007;M;C;8;27/12/2006;3516/2006;3;A;0;2;49;0;49;;;0;0;0;0;0;0;0
06/03/2007;R;C;9;14/02/2007;0435/2007;8;A;0;0;0;44;44;;;0;0;0;0;0;0;0
06/03/2007;R;FM;18;26/02/2007;0544/2007;8;A;0;0;0;69;69;;;0;0;0;0;0;0;0
06/03/2007;R;RZ;4;02/03/2007;0612/2007;1;N;1;4;116;0;116;116;;0;0;0;1;0;0;0
06/03/2007;R;NO;16;05/03/2007;0623/2007;3;A;1;5;127;0;127;;;0;0;0;1;0;0;0
06/03/2007;R;RZ;4;06/03/2007;0634/2007;1;A;0;3;67;0;67;;;0;0;0;0;0;0;0
06/03/2007;R;RZ;4;06/03/2007;0635/2007;1;N;1;3;99;0;99;99;;0;0;1;0;0;0;0
06/03/2007;R;NO;16;06/03/2007;0637/2007;6;N;0;0;0;226;226;226;;0;0;0;0;0;0;0
06/03/2007;R;RZ;4;06/03/2007;0638/2007;3;A;1;2;61;0;61;;;0;1;0;0;0;0;0
07/03/2007;R;RZ;5;06/03/2007;0650/2007;3;N;2;5;138;0;138;138;;1;0;0;1;0;0;0
07/03/2007;R;RZ;3;07/03/2007;0659/2007;6;A;0;0;0;247;247;;;0;0;0;0;0;0;0
08/03/2007;ON;SO;5;13/05/1994;0301/1994;6;N;0;0;0;385;385;385;;0;0;0;0;0;0;0
08/03/2007;ON;RZ;5;16/02/2000;0265/2000;8;N;0;0;0;138;138;138;;0;0;0;0;0;0;0
08/03/2007;M;SO;12;01/04/2005;0738/2005;2;N;1;3;69;65;134;134;;0;0;1;0;0;0;0
08/03/2007;ON;C;9;22/03/2006;0628/2006;3;N;15;21;556;0;556;556;;12;0;3;0;0;0;0
08/03/2007;ON;RZ;5;05/10/2006;2702/2006;2;A;1;3;105;0;105;;;0;0;1;0;0;0;0
08/03/2007;M;C;1;22/11/2006;3211/2006;10;A;0;0;0;26;26;;;0;0;0;0;0;0;0
08/03/2007;R;RZ;4;05/01/2007;0033/2007;1;A;0;2;35;0;35;;;0;0;0;0;0;0;0
08/03/2007;R;SO;11;12/02/2007;0414/2007;1;A;0;1;44;0;44;;;0;0;0;0;0;0;0
08/03/2007;R;C;8;05/03/2007;0620/2007;6;A;0;0;0;78;78;;;0;0;0;0;0;0;0
08/03/2007;R;C;11;05/03/2007;0627/2007;4;A;2;4;152;76;228;;;0;2;0;0;0;0;0
08/03/2007;ON;C;1;08/03/2007;0687/2007;10;A;0;0;0;22;22;;;0;0;0;0;0;0;0
09/03/2007;R;NO;16;19/10/1986;1739/1986;1;A;0;1;42;0;42;;;0;0;0;0;0;0;0
09/03/2007;R;VH;6;17/03/1999;0513/1999;1;N;1;1;175;0;175;175;;1;0;0;0;0;0;0
09/03/2007;R;VH;6;17/03/1999;0514/1999;1;N;1;1;12;0;12;12;;1;0;0;0;0;0;0
09/03/2007;M;VH;13;14/09/2005;2171/2005;6;A;0;0;0;758;758;;;0;0;0;0;0;0;0
09/03/2007;ON;C;2;20/07/2006;1876/2006;3;A;1;4;108;0;108;;;0;0;0;1;0;0;0
09/03/2007;ON;SO;21;08/09/2006;2412/2006;6;A;0;0;0;16;16;;;0;0;0;0;0;0;0
09/03/2007;M;VH;7;11/10/2006;2776/2006;3;A;1;2;54;0;54;;;1;0;0;0;0;0;0
09/03/2007;ON;NO;14;17/10/2006;2818/2006;1;N;1;3;93;0;93;93;;0;0;1;0;0;0;0
09/03/2007;R;NO;14;20/02/2007;0489/2007;1;N;1;4;101;0;101;101;;0;0;0;1;0;0;0
09/03/2007;R;C;1;28/02/2007;0569/2007;16;A;0;0;0;0;0;;;0;0;0;0;0;0;0
09/03/2007;R;C;9;01/03/2007;0587/2007;1;A;0;3;64;0;64;;;0;0;0;0;0;0;0
09/03/2007;R;NO;14;07/03/2007;0660/2007;1;N;1;2;53;0;53;53;;0;1;0;0;0;0;0
09/03/2007;R;C;1;07/03/2007;0663/2007;2;A;0;2;50;70;120;;;0;0;0;0;0;0;0
09/03/2007;ON;VH;13;07/03/2007;0667/2007;6;A;0;0;0;275;275;;;0;0;0;0;0;0;0
09/03/2007;R;VH;7;08/03/2007;0673/2007;6;A;1;4;115;40;155;;;0;0;0;1;0;0;0
09/03/2007;R;NO;16;08/03/2007;0674/2007;6;N;0;0;0;180;180;180;;0;0;0;0;0;0;0
09/03/2007;R;SO;12;08/03/2007;0681/2007;6;N;0;0;0;211;211;211;;0;0;0;0;0;0;0
11/03/2007;ON;NO;16;04/07/2007;2091/2007;1;A;0;3;80;0;80;131;2;0;0;0;0;0;0;0
12/03/2007;ON;FM;10;05/08/1988;1440/1988;1;A;0;3;64;0;64;;;0;0;0;0;0;0;0
12/03/2007;ON;NO;14;22/06/2005;1487/2005;1;N;1;3;112;0;112;112;;0;0;1;0;0;0;0
12/03/2007;M;VH;6;23/02/2006;0427/2006;1;A;0;2;42;0;42;144;2;0;0;0;0;0;0;0
12/03/2007;M;C;8;12/12/2006;3390/2006;1;A;0;2;34;0;34;;;0;0;0;0;0;0;0
12/03/2007;ON;FM;10;02/02/2007;0334/2007;6;N;0;0;0;256;256;256;;0;0;0;0;0;0;0
12/03/2007;R;NO;15;06/02/2007;0363/2007;6;A;0;0;0;166;166;;;0;0;0;0;0;0;0
12/03/2007;R;SO;5;08/03/2007;0670/2007;2;A;0;0;0;18;18;;;0;0;0;0;0;0;0
12/03/2007;R;SO;12;08/03/2007;0678/2007;8;A;0;0;0;132;132;;;0;0;0;0;0;0;0
12/03/2007;R;VH;6;12/03/2007;0690/2007;1;A;0;1;10;0;10;;;0;0;0;0;0;0;0
12/03/2007;R;RZ;3;12/03/2007;0706/2007;1;A;0;1;20;0;20;;;0;0;0;0;0;0;0
13/03/2007;M;RZ;3;24/10/1975;6879/1975;4;A;1;4;101;0;101;;;0;0;0;1;0;0;0
13/03/2007;R;RZ;3;13/05/1987;1003/1987;8;N;0;0;0;146;146;146;;0;0;0;0;0;0;0
13/03/2007;ON;RZ;5;18/07/2002;1378/2002;2;A;1;4;148;84;232;;;0;0;0;1;0;0;0
13/03/2007;ON;RZ;5;03/09/2003;1378/2002;2;A;0;1;22;0;22;;;0;0;0;0;0;0;0
13/03/2007;ON;RZ;5;15/03/2005;0603/2005;1;A;0;0;19;0;19;;;0;0;0;0;0;0;0
13/03/2007;R;RZ;4;12/05/2005;1082/2005;2;A;0;0;0;71;71;;;0;0;0;0;0;0;0
13/03/2007;R;C;9;07/03/2007;0658/2007;8;A;0;0;0;102;102;;;0;0;0;0;0;0;0
13/03/2007;R;RZ;3;08/03/2007;0671/2007;4;A;0;2;48;0;48;;;0;0;0;0;0;0;0
13/03/2007;R;SO;5;12/03/2007;0701/2007;10;A;0;0;0;47;47;;;0;0;0;0;0;0;0
14/03/2007;ON;C;1;18/01/2005;0123/2005;16;A;0;0;0;13;13;;;0;0;0;0;0;0;0
14/03/2007;ON;C;1;11/04/2005;0795/2005;4;N;8;24;848;117;965;965;;0;0;8;0;0;0;0
14/03/2007;M;C;1;01/11/2005;2498/2005;8;A;0;0;0;86;86;;;0;0;0;0;0;0;0
14/03/2007;ON;NO;15;28/06/2006;1607/2006;4;A;1;4;87;0;87;;;0;0;0;1;0;0;0
14/03/2007;R;SO;5;23/11/2006;3235/2006;2;A;0;0;10;0;10;;;0;0;0;0;0;0;0
14/03/2007;ON;C;8;28/12/2006;3537/2006;1;A;1;3;64;0;64;;;0;0;1;0;0;0;0
14/03/2007;ON;C;1;12/01/2007;0117/2007;4;A;0;0;36;0;36;;;0;0;0;0;0;0;0
14/03/2007;ON;C;9;28/02/2007;0565/2007;1;A;0;0;18;0;18;;;0;0;0;0;0;0;0
14/03/2007;R;RZ;5;12/03/2007;0707/2007;8;A;0;0;0;146;146;;;0;0;0;0;0;0;0
14/03/2007;R;SO;5;12/03/2007;0709/2007;6;A;0;0;0;55;55;;;0;0;0;0;0;0;0
14/03/2007;R;RZ;3;14/03/2007;0718/2007;1;N;1;3;76;0;76;76;;0;0;1;0;0;0;0
15/03/2007;R;NO;15;26/12/2005;2984/2005;3;N;2;4;122;0;122;122;1;1;0;1;0;0;0;0
15/03/2007;R;C;1;01/02/2006;0245/2006;8;A;0;0;0;51;51;;;0;0;0;0;0;0;0
15/03/2007;ON;C;1;07/04/2006;0759/2006;3;N;18;18;669;0;669;669;;18;0;0;0;0;0;0
15/03/2007;ON;RZ;4;10/07/2006;1733/2006;1;A;0;2;39;0;39;;;0;0;0;0;0;0;0
15/03/2007;R;FM;17;06/03/2007;0642/2007;6;N;0;0;0;450;450;450;;0;0;0;0;0;0;0
15/03/2007;R;NO;14;08/03/2007;0688/2007;1;N;1;4;119;0;119;119;;0;0;0;1;0;0;0
15/03/2007;R;RZ;4;12/03/2007;0700/2007;1;A;0;0;49;0;49;;;0;0;0;0;0;0;0
15/03/2007;R;FM;17;13/03/2007;0712/2007;8;N;0;0;0;220;220;220;;0;0;0;0;0;0;0
15/03/2007;R;NO;14;15/03/2007;0729/2007;1;A;0;0;2;0;2;;;0;0;0;0;0;0;0
16/03/2007;ON;RZ;3;17/09/1987;2112/1987;8;N;0;0;0;167;167;167;;0;0;0;0;0;0;0
16/03/2007;M;C;2;31/05/2000;0806/2000;1;A;0;4;114;0;114;;;0;0;0;0;0;0;0
16/03/2007;ON;C;8;02/05/2005;0980/2005;1;A;0;4;90;0;90;;;0;0;0;0;0;0;0
16/03/2007;ON;C;9;21/11/2005;2693/2005;4;N;22;58;1301;44;1345;1345;;0;10;10;2;0;0;0
16/03/2007;R;NO;16;09/11/2006;3086/2006;8;N;0;0;0;163;163;163;;0;0;0;0;0;0;0
16/03/2007;R;NO;16;12/02/2007;0420/2007;1;N;1;1;74;0;74;74;;1;0;0;0;0;0;0
16/03/2007;ON;C;9;14/02/2007;0445/2007;4;A;0;0;0;0;0;;;0;0;0;0;0;0;0
16/03/2007;R;SO;12;09/03/2007;0693/2007;4;A;1;1;41;0;41;;;1;0;0;0;0;0;0
16/03/2007;ON;RZ;3;15/03/2007;0733/2007;8;A;0;0;0;150;150;;;0;0;0;0;0;0;0
16/03/2007;ON;RZ;5;15/03/2007;0734/2007;1;N;1;2;64;0;64;64;;0;1;0;0;0;0;0
16/03/2007;R;RZ;4;16/03/2007;0745/2007;6;N;0;0;0;357;357;357;;0;0;0;0;0;0;0
18/03/2007;ON;SO;20;05/05/2006;1015/2006;6;N;0;0;0;1148;1148;1148;;0;0;0;0;0;0;0
18/03/2007;R;C;1;07/02/2007;0379/2007;10;A;0;0;0;22;22;;;0;0;0;0;0;0;0
19/03/2007;M;RZ;3;14/10/1980;3442/1980;3;A;1;4;129;0;129;;;0;0;0;1;0;0;0
19/03/2007;ON;C;2;15/03/1998;0724/1998;3;N;8;19;423;0;423;423;;0;5;3;0;0;0;0
19/03/2007;ON;C;2;12/09/2000;0724/2000;3;A;0;0;33;0;33;;;0;0;0;0;0;0;0
19/03/2007;ON;C;2;28/07/2005;1773/2005;8;A;0;0;0;84;84;;;0;0;0;0;0;0;0
19/03/2007;ON;C;2;08/02/2007;0394/2007;8;A;0;0;0;64;64;;;0;0;0;0;0;0;0
19/03/2007;R;C;2;07/03/2007;0661/2007;1;A;0;1;23;0;23;;;0;0;0;0;0;0;0
19/03/2007;R;C;2;08/03/2007;0677/2007;8;A;0;0;0;28;28;;;0;0;0;0;0;0;0
19/03/2007;R;RZ;4;09/03/2007;0694/2007;6;N;0;0;0;345;345;345;;0;0;0;0;0;0;0
19/03/2007;R;FM;10;13/03/2007;0715/2007;6;A;0;0;0;205;205;;;0;0;0;0;0;0;0
19/03/2007;R;RZ;3;15/03/2007;0727/2007;1;A;0;2;54;0;54;;;0;0;0;0;0;0;0
19/03/2007;R;RZ;3;15/03/2007;0730/2007;6;N;0;0;0;51;51;51;;0;0;0;0;0;0;0
20/03/2007;ON;RZ;4;18/06/1973;2951/1973;4;A;0;2;58;0;58;;;0;0;0;0;0;0;0
20/03/2007;ON;C;8;27/12/1974;4935/1974;4;A;2;6;122;95;217;;;0;0;2;0;0;0;0
20/03/2007;ON;RZ;4;07/09/1998;1899/1998;1;N;1;7;144;0;144;144;;0;0;0;0;0;0;1
20/03/2007;M;VH;7;23/08/2003;1443/2003;1;A;0;3;71;0;71;;;0;0;0;0;0;0;0
20/03/2007;ON;NO;14;18/05/2006;1171/2006;1;N;1;7;211;0;211;211;2;0;0;0;0;0;0;1
20/03/2007;R;FM;17;26/06/2006;1563/2006;2;N;1;4;110;375;485;485;;0;0;0;1;0;0;0
