Final;Tipo;CMD;Secc.;Fecha Perm.;Permiso;Cod.;A/N;Viv.;Hab.;Sup. Viv.;Sup. Loc.;Sup. Final;Sup. Tot.;Plantas;1H;2H;3H;4H;5H;6H;+6H
20/04/2010;ON;C;8;02/08/2006;2023/2006;4;A;3;6;158;0;158;555;4;0;3;0;0;0;0;0
20/04/2010;ON;C;8;03/07/2007;2086/2007;3;N;30;50;1804;0;1804;1804;13;10;20;0;0;0;0;0
20/04/2010;ON;C;9;17/10/2008;2932/2008;3;N;23;47;1103;0;1103;1103;9;0;22;1;0;0;0;0
20/04/2010;R;FM;17;10/06/2009;1394/2009;1;A;0;1;56;0;56;121;2;0;0;0;0;0;0;0
20/04/2010;R;SO;12;15/09/2009;2227/2009;1;A;0;1;17;0;17;196;3;0;0;0;0;0;0;0
20/04/2010;R;FM;17;30/11/2009;2882/2009;8;A;0;0;0;29;29;488;1;0;0;0;0;0;0;0
20/04/2010;R;VH;6;23/12/2009;3046/2009;1;A;0;4;99;0;99;147;2;0;0;0;0;0;0;0
20/04/2010;R;SO;12;16/02/2010;0286/2010;8;A;0;0;0;185;185;297;1;0;0;0;0;0;0;0
20/04/2010;ON;VH;6;01/03/2010;0343/2010;14;A;0;0;0;0;0;991;2;0;0;0;0;0;0;0
20/04/2010;ON;C;8;09/03/2010;0407/2010;3;A;0;0;142;0;142;142;13;0;0;0;0;0;0;0
20/04/2010;R;FM;10;08/04/2010;0580/2010;8;A;1;1;32;187;219;219;2;1;0;0;0;0;0;0
20/04/2010;ON;RZ;4;12/04/2010;0607/2010;1;N;0;0;26;0;26;26;1;0;0;0;0;0;0;0
20/04/2010;R;RZ;4;20/04/2010;0692/2010;1;N;1;2;75;0;75;75;1;0;1;0;0;0;0;0
21/04/2010;ON;FM;17;10/06/2009;1395/2009;1;A;0;1;19;0;19;87;2;0;0;0;0;0;0;0
21/04/2010;R;C;1;09/04/2010;0585/2010;8;A;0;0;0;6;6;1306;5;0;0;0;0;0;0;0
21/04/2010;R;SO;4;09/04/2010;0586/2010;8;A;0;0;0;565;565;565;1;0;0;0;0;0;0;0
21/04/2010;R;RZ;4;12/04/2010;0606/2010;8;N;0;0;0;200;200;200;1;0;0;0;0;0;0;0
21/04/2010;R;FM;17;20/04/2010;0694/2010;1;A;0;1;53;0;53;132;1;0;0;0;0;0;0;0
21/04/2010;R;VH;6;21/04/2010;0717/2010;1;A;0;5;133;0;133;183;2;0;0;0;0;0;0;0
22/04/2010;ON;NO;14;17/10/2008;2928/2008;1;N;1;5;156;0;156;156;2;0;0;0;0;1;0;0
22/04/2010;ON;C;1;09/12/2008;3494/2008;10;A;0;0;0;19;19;6.294;5;0;0;0;0;0;0;0
22/04/2010;R;C;9;05/05/2009;1188/2009;3;A;0;0;0;0;0;0;3;0;0;0;0;0;0;0
22/04/2010;R;RZ;4;05/10/2009;2406/2009;3;A;1;1;39;0;39;116;2;1;0;0;0;0;0;0
22/04/2010;D;C;2;08/10/2009;2416/2009;1;D;0;0;599;0;599;0;0;0;0;0;0;0;0;0
22/04/2010;R;C;8;10/11/2009;2708/2009;10;N;0;0;0;21;21;329;2;0;0;0;0;0;0;0
22/04/2010;D;C;9;20/11/2009;2806/2009;0;D;0;0;249;0;249;0;0;0;0;0;0;0;0;0
22/04/2010;D;C;9;16/12/2009;2989/2009;0;D;0;0;46;0;46;0;0;0;0;0;0;0;0;0
22/04/2010;M;C;1;21/04/2010;0714/2010;1;A;0;0;0;0;0;0;2;0;0;0;0;0;0;0
23/04/2010;M;FM;11;29/12/1995;0879/1995;1;N;1;3;83;0;83;83;1;0;0;1;0;0;0;0
23/04/2010;R;SO;11;04/05/2006;0992/2006;6;N;0;0;0;298;298;298;1;0;0;0;0;0;0;0
23/04/2010;ON;NO;15;08/02/2008;0328/2008;8;A;0;0;0;390;390;442;2;0;0;0;0;0;0;0
23/04/2010;ON;C;1;25/06/2008;1744/2008;7;N;0;0;0;2553;2553;2.553;10;0;0;0;0;0;0;0
23/04/2010;ON;NO;16;07/04/2010;0569/2010;8;A;0;0;0;58;58;236;1;0;0;0;0;0;0;0
23/04/2010;R;VH;7;09/04/2010;0587/2010;8;A;0;0;0;52;52;1159;2;0;0;0;0;0;0;0
26/04/2010;ON;NO;15;19/09/2000;1433/2000;1;A;0;4;135;0;135;249;2;0;0;0;0;0;0;0
26/04/2010;M;FM;10;13/05/2005;1089/2005;1;A;0;3;93;0;93;157;2;0;0;0;0;0;0;0
26/04/2010;ON;VH;7;21/08/2008;2349/2008;1;N;1;5;144;0;144;144;2;0;0;0;0;1;0;0
26/04/2010;ON;VH;7;27/07/2009;1753/2009;3;A;1;1;62;0;62;152;2;1;0;0;0;0;0;0
26/04/2010;R;VH;7;12/04/2010;0596/2010;1;A;0;2;21;0;21;86;1;0;0;0;0;0;0;0
26/04/2010;M;NO;15;14/04/2010;0635/2010;3;N;2;7;151;0;151;151;2;0;0;1;1;0;0;0
26/04/2010;M;C;9;19/04/2010;0677/2010;1;C;0;0;74;0;74;74;1;0;0;0;0;0;0;0
26/04/2010;R;C;1;22/04/2010;0716/2010;1;A;0;3;57;0;57;105;2;0;0;0;0;0;0;0
26/04/2010;R;VH;13;22/04/2010;0722/2010;8;A;0;0;0;21;21;113;1;0;0;0;0;0;0;0
26/04/2010;R;VH;13;26/04/2010;0738/2010;6;N;0;0;0;454;454;454;1;0;0;0;0;0;0;0
27/04/2010;R;C;1;07/12/1995;0634/1995;12;A;0;0;380;0;380;3910;13;0;0;0;0;0;0;0
27/04/2010;ON;RZ;5;19/05/2006;1189/2006;8;N;0;0;0;223;223;223;1;0;0;0;0;0;0;0
27/04/2010;ON;C;1;05/09/2006;2344/2006;8;A;0;0;0;673;673;1528;6;0;0;0;0;0;0;0
27/04/2010;ON;NO;14;15/02/2007;0456/2007;1;N;1;6;221;0;221;221;2;0;0;0;0;0;1;0
27/04/2010;M;NO;14;16/05/2007;1539/2007;1;N;1;7;213;0;213;213;1;0;0;0;0;0;0;1
27/04/2010;ON;C;9;13/02/2008;0396/2008;4;N;21;42;957;42;999;999;8;0;21;0;0;0;0;0
27/04/2010;ON;C;8;19/03/2008;0755/2008;4;N;32;54;1225;61;1286;1286;13;10;22;0;0;0;0;0
27/04/2010;ON;RZ;5;06/05/2008;1223/2008;8;A;0;0;0;217;217;295;1;0;0;0;0;0;0;0
27/04/2010;ON;C;1;21/10/2008;2972/2008;3;N;23;23;1037;0;1037;1037;12;23;0;0;0;0;0;0
27/04/2010;ON;C;1;24/10/2008;3016/2008;8;A;0;0;0;404;404;1932;9;0;0;0;0;0;0;0
27/04/2010;ON;NO;14;13/11/2008;3233/2008;1;N;1;9;322;0;322;322;2;0;0;0;0;0;0;1
27/04/2010;R;RZ;3;11/06/2009;1411/2009;3;A;1;3;70;0;70;221;2;0;0;1;0;0;0;0
27/04/2010;ON;NO;14;11/02/2010;0266/2010;1;N;1;4;174;0;174;174;1;0;0;0;1;0;0;0
27/04/2010;M;RZ;4;22/03/2010;0449/2010;1;A;0;1;107;0;107;335;1;0;0;0;0;0;0;0
27/04/2010;R;NO;16;09/04/2010;0589/2010;3;A;0;3;50;0;50;181;1;0;0;0;0;0;0;0
27/04/2010;R;NO;16;21/04/2010;0711/2010;1;A;0;2;61;0;61;195;1;0;0;0;0;0;0;0
27/04/2010;R;NO;16;26/04/2010;0741/2010;1;A;0;0;15;0;15;82;1;0;0;0;0;0;0;0
28/04/2010;ON;C;1;10/08/2006;2120/2006;3;N;23;77;2857;0;2857;2857;17;0;2;16;0;5;0;0
28/04/2010;R;C;9;15/08/2006;2150/2006;1;A;0;3;55;0;55;125;1;0;0;0;0;0;0;0
28/04/2010;ON;C;1;16/05/2007;1542/2007;4;N;29;52;1944;240;2184;2184;11;10;15;4;0;0;0;0
28/04/2010;ON;C;1;01/09/2008;2491/2008;7;A;0;0;0;0;0;0;6;0;0;0;0;0;0;0
28/04/2010;ON;C;1;22/09/2009;2304/2009;3;A;0;0;87;0;87;1.631;17;0;0;0;0;0;0;0
28/04/2010;D;C;9;15/03/2010;0433/2010;0;D;0;0;59;0;59;0;0;0;0;0;0;0;0;0
28/04/2010;R;VH;7;07/04/2010;0555/2010;1;A;0;1;24;0;24;94;2;0;0;0;0;0;0;0
28/04/2010;R;FM;10;07/04/2010;0563/2010;8;A;0;0;0;25;25;63;1;0;0;0;0;0;0;0
28/04/2010;R;NO;15;07/04/2010;0566/2010;3;A;1;3;145;0;145;507;2;0;0;1;0;0;0;0
28/04/2010;ON;C;1;20/04/2010;0699/2010;4;A;0;0;0;5;5;2184;11;0;0;0;0;0;0;0
28/04/2010;R;NO;16;26/04/2010;0740/2010;8;A;0;0;0;22;22;162;2;0;0;0;0;0;0;0
29/04/2010;ON;C;9;31/10/2007;3378/2007;4;N;19;22;809;45;854;854;7;16;3;0;0;0;0;0
29/04/2010;ON;C;8;22/04/2009;0963/2009;8;N;0;0;0;109;109;109;2;0;0;0;0;0;0;0
29/04/2010;ON;VH;7;26/08/2009;2057/2009;6;N;0;0;0;179;179;179;1;0;0;0;0;0;0;0
29/04/2010;R;RZ;3;20/04/2010;0701/2010;1;A;0;1;32;0;32;293;2;0;0;0;0;0;0;0
29/04/2010;R;NO;16;22/04/2010;0724/2010;1;N;1;4;146;0;146;146;2;0;0;0;1;0;0;0
29/04/2010;R;C;8;23/04/2010;0737/2010;1;A;0;1;27;0;27;100;1;1;0;0;0;0;0;0
29/04/2010;R;NO;15;27/04/2010;0747/2010;8;A;0;0;114;0;114;264;2;0;0;0;0;0;0;0
30/04/2010;ON;RZ;3;23/03/2004;0560/2004;1;A;0;2;73;0;73;199;2;0;0;0;0;0;0;0
30/04/2010;R;NO;14;01/07/2005;1562/2005;1;N;1;5;215;0;215;215;1;0;0;0;0;1;0;0
30/04/2010;ON;RZ;4;11/08/2008;2229/2008;1;N;1;1;73;0;73;73;1;1;0;0;0;0;0;0
30/04/2010;ON;RZ;3;25/06/2009;1516/2009;1;A;0;1;13;0;13;213;2;0;0;0;0;0;0;0
30/04/2010;R;RZ;4;22/04/2010;0719/2010;1;A;0;2;42;0;42;63;2;0;0;0;0;0;0;0
30/04/2010;R;VH;13;28/04/2010;0764/2010;1;N;2;4;150;0;150;150;2;1;0;1;0;0;0;0
30/04/2010;ON;RZ;3;28/04/2010;0766/2010;8;N;0;0;0;216;216;216;1;0;0;0;0;0;0;0
30/04/2010;R;VH;7;29/04/2010;0785/2010;3;A;0;3;89;0;89;222;3;0;0;0;0;0;0;0
02/05/2010;ON;VH;7;14/08/1987;1772/1987;1;A;0;3;72;0;72;367;3;0;0;0;0;0;0;0
03/05/2010;R;NO;15;12/07/1976;3379/1976;1;A;0;0;168;0;168;168;1;0;0;0;0;0;0;0
03/05/2010;ON;SO;12;08/04/2009;0848/2009;6;A;0;0;0;253;253;0;1;0;0;0;0;0;0;0
04/05/2010;R;C;9;25/01/1993;0156/1993;1;A;0;3;152;0;152;247;4;0;0;1;0;0;0;0
04/05/2010;ON;C;8;29/07/2004;1637/2004;1;N;1;6;194;0;194;194;2;0;0;0;0;0;1;0
04/05/2010;ON;C;8;13/11/2007;3485/2007;3;N;23;50;1270;0;1270;1270;12;0;19;4;0;0;0;0
04/05/2010;ON;C;8;10/12/2007;3733/2007;1;N;0;0;18;0;18;238;2;0;0;0;0;0;0;0
04/05/2010;ON;C;8;04/03/2008;0593/2008;4;N;23;65;1581;17;1.598;1.598;12;1;2;20;0;0;0;0
04/05/2010;M;C;8;25/11/2008;3366/2008;3;A;0;2;43;0;43;189;2;0;0;0;0;0;0;0
04/05/2010;R;SO;21;10/09/2009;2377/2009;3;N;1;6;146;0;146;146;2;0;0;2;0;0;0;0
04/05/2010;ON;C;8;05/04/2010;0537/2010;3;A;0;0;0;0;0;1566;12;0;0;0;0;0;0;0
04/05/2010;R;SO;5;06/04/2010;0557/2010;3;A;0;0;10;0;10;182;3;0;0;0;0;0;0;0
04/05/2010;ON;C;8;08/04/2010;0576/2010;3;A;0;0;0;0;0;1270;12;0;0;0;0;0;0;0
04/05/2010;M;C;1;20/04/2010;0702/2010;1;A;0;0;12;0;12;869;4;0;0;0;0;0;0;0
04/05/2010;R;RZ;4;22/04/2010;0720/2010;1;A;0;0;48;0;48;48;1;0;0;0;0;0;0;0
05/05/2010;M;C;9;02/03/2007;0617/2007;1;N;1;3;101;0;101;101;1;0;0;1;0;0;0;0
05/05/2010;ON;C;9;07/07/2008;1859/2008;2;N;1;3;74;0;74;117;3;0;0;1;0;0;0;0
06/05/2010;ON;FM;18;25/02/1985;0503/1985;6;N;0;0;0;1261;1261;1261;1;0;0;0;0;0;0;0
06/05/2010;ON;RZ;5;07/09/2004;1927/2004;2;A;1;3;80;0;80;125;3;0;0;1;0;0;0;0
06/05/2010;ON;VH;7;21/02/2008;0482/2008;3;N;54;178;14779;0;14779;14779;14;0;8;32;4;10;0;0
06/05/2010;ON;C;9;30/09/2008;2800/2008;1;N;0;0;0;0;0;0;2;0;0;0;0;0;0;0
06/05/2010;ON;C;9;24/04/2009;1000/2009;3;A;0;3;58;0;58;148;2;0;0;0;0;0;0;0
06/05/2010;ON;VH;7;25/01/2010;0128/2010;3;A;0;0;10;0;10;0;8;0;0;0;0;0;0;0
06/05/2010;R;C;5;15/04/2010;0656/2010;4;A;1;3;94;18;112;215;1;0;1;0;0;0;0;0
06/05/2010;R;RZ;4;19/04/2010;0687/2010;1;N;1;5;106;0;106;106;1;0;0;0;0;1;0;0
06/05/2010;M;C;9;20/04/2010;0703/2010;2;A;0;0;0;121;121;252;2;0;0;0;0;0;0;0
06/05/2010;ON;C;9;03/05/2010;0803/2010;3;A;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06/05/2010;R;NO;16;04/05/2010;0811/2010;1;N;1;7;140;0;140;140;2;0;0;0;0;0;0;1
07/05/2010;ON;C;8;22/12/2005;2965/2005;8;N;0;0;0;301;301;301;2;0;0;0;0;0;0;0
07/05/2010;ON;RZ;5;01/10/2009;2392/2009;1;A;0;2;35;0;35;191;2;0;0;0;0;0;0;0
07/05/2010;ON;C;3;22/10/2009;2537/2009;3;N;4;4;184;0;184;184;2;4;0;0;0;0;0;0
07/05/2010;D;FM;10;20/04/2010;0697/2010;1;D;0;0;147;0;147;0;0;0;0;0;0;0;0;0
07/05/2010;R;VH;13;06/05/2010;0825/2010;8;A;0;0;0;39;39;129;1;0;0;0;0;0;0;0
09/05/2010;C;VH;7;07/04/2010;0565/2010;1;C;0;2;37;0;37;98;2;0;0;0;0;0;0;0
10/05/2010;R;FM;11;28/12/2000;2003/2000;1;A;0;5;178;0;178;224;2;0;0;0;0;0;0;0
10/05/2010;ON;FM;11;12/04/2004;0665/2004;1;N;1;2;66;0;66;66;2;0;1;0;0;0;0;0
10/05/2010;R;FM;11;21/07/2004;1576/2004;1;N;1;2;125;0;125;125;2;0;1;0;0;0;0;0
10/05/2010;C;FM;10;10/03/2005;0573/2005;8;C;0;0;0;415;415;415;1;0;0;0;0;0;0;0
10/05/2010;ON;RZ;5;22/02/2007;1210/2007;4;N;8;24;167;1270;1437;1437;4;0;0;8;0;0;0;0
10/05/2010;ON;RZ;5;20/04/2007;1210/2007;7;N;0;0;0;222;222;1437;2;0;0;0;0;0;0;0
10/05/2010;R;FM;10;12/03/2009;0608/2009;8;A;0;0;0;217;217;454;2;0;0;0;0;0;0;0
10/05/2010;D;RZ;4;29/01/2010;0173/2010;1;D;0;0;104;0;104;0;0;0;0;0;0;0;0;0
10/05/2010;R;SO;5;09/02/2010;0246/2010;2;A;0;2;213;0;213;560;3;0;0;0;0;0;0;0
10/05/2010;M;SO;11;16/03/2010;0484/2010;3;N;1;6;71;0;71;163;2;0;0;1;0;0;0;0
10/05/2010;R;VH;6;09/04/2010;0590/2010;4;A;0;0;0;0;0;292;1;0;0;0;0;0;0;0
10/05/2010;R;NO;15;07/05/2010;0838/2010;8;N;0;0;0;233;233;233;1;0;0;0;0;0;0;0
11/05/2010;ON;C;8;06/04/2000;0530/2000;1;N;3;6;203;0;203;203;2;0;3;0;0;0;0;0
11/05/2010;ON;C;1;04/12/2006;3328/2006;7;N;0;0;0;74;74;209;3;0;0;0;0;0;0;0
11/05/2010;ON;C;9;17/06/2008;1646/2008;4;N;19;42;1061;35;1096;1096;12;0;16;2;1;0;0;0
11/05/2010;ON;NO;15;09/01/2009;0043/2009;1;N;1;4;160;0;160;160;1;0;0;0;1;0;0;0
11/05/2010;ON;C;1;09/02/2010;0250/2010;7;A;0;0;0;13;13;586;3;0;0;0;0;0;0;0
11/05/2010;R;C;9;03/05/2010;0799/2010;8;N;0;0;0;359;359;359;1;0;0;0;0;0;0;0
11/05/2010;R;C;8;11/05/2010;0856/2010;1;A;0;1;21;0;21;224;3;0;0;0;0;0;0;0
12/05/2010;M;C;2;27/08/2008;2440/2008;3;A;2;4;134;0;134;256;2;1;0;1;0;0;0;0
12/05/2010;ON;NO;15;21/10/2009;2521/2009;1;A;0;2;72;0;72;284;2;0;0;0;0;0;0;0
12/05/2010;M;RZ;3;11/11/2009;2719/2009;2;A;0;2;72;0;72;154;2;0;0;0;0;0;0;0
12/05/2010;R;SO;20;25/03/2010;0474/2010;6;A;0;0;0;87;87;239;1;0;0;0;0;0;0;0
12/05/2010;R;FM;17;11/05/2010;0859/2010;6;A;0;0;0;208;208;1572;1;0;0;0;0;0;0;0
12/05/2010;C;C;1;11/05/2010;0860/2010;1;C;0;0;117;0;117;117;1;0;0;0;0;0;0;0
12/05/2010;R;C;9;12/05/2010;0871/2010;1;A;0;2;69;0;69;215;2;0;0;0;0;0;0;0
13/05/2010;ON;NO;16;16/06/1979;2170/1979;1;N;1;5;125;0;125;125;2;0;0;0;0;1;0;0
13/05/2010;ON;SO;12;15/03/2004;0492/2004;1;N;1;4;168;0;168;168;2;0;0;0;1;0;0;0
13/05/2010;ON;C;1;27/08/2007;2665/2007;3;N;17;45;1292,02;0;1292,02;1292;12;0;8;8;0;1;0;0
13/05/2010;ON;C;2;14/09/2007;2887/2007;4;N;22;44;1150,4;0;1150,4;1150;12;0;22;0;0;0;0;0
13/05/2010;ON;C;8;15/01/2008;0143/2008;16;A;0;0;0;13;13;341;2;0;0;0;0;0;0;0
13/05/2010;R;VH;13;09/01/2009;0054/2009;1;N;1;3;117;0;117;117;1;0;0;1;0;0;0;0
13/05/2010;ON;C;2;28/05/2009;1301/2009;4;A;0;0;3;0;3;1153;13;0;0;0;0;0;0;0
13/05/2010;R;NO;14;15/02/2010;0280/2010;1;N;1;3;87;0;87;87;1;0;0;1;0;0;0;0
13/05/2010;ON;C;1;17/02/2010;0306/2010;3;A;0;0;0;0;0;0;12;0;0;0;0;0;0;0
13/05/2010;D;C;9;07/04/2010;0564/2010;3;D;0;0;350;0;350;0;0;0;0;0;0;0;0;0
13/05/2010;R;C;9;15/04/2010;0645/2010;1;A;0;0;53;0;53;68;1;0;0;0;0;0;0;0
13/05/2010;R;VH;7;28/04/2010;0760/2010;1;A;0;1;18;0;18;299;2;0;0;0;0;0;0;0
13/05/2010;R;VH;6;28/04/2010;0763/2010;1;A;0;3;71;0;71;134;1;0;0;0;0;0;0;0
13/05/2010;R;NO;16;03/05/2010;0794/2010;1;A;0;1;45;0;45;145;1;0;0;0;0;0;0;0
13/05/2010;R;C;9;03/05/2010;0798/2010;6;A;0;0;78;0;78;78;1;0;0;0;0;0;0;0
13/05/2010;R;SO;4;06/05/2010;0816/2010;1;N;1;4;82;0;82;82;1;0;0;0;1;0;0;0
14/05/2010;ON;C;8;17/09/2004;2036/2004;1;A;0;2;66;0;66;162;1;0;0;0;0;0;0;0
14/05/2010;R;C;8;27/12/2005;2991/2005;2;A;0;1;25;0;25;259;2;0;0;0;0;0;0;0
14/05/2010;R;C;8;09/06/2006;1409/2006;1;A;0;3;78;0;78;122;3;0;0;0;0;0;0;0
14/05/2010;ON;C;8;08/06/2007;1835/2007;6;N;0;0;0;125;125;325;2;0;0;0;0;0;0;0
14/05/2010;R;C;8;18/01/2008;0184/2008;4;A;0;0;14;0;14;342;3;0;0;0;0;0;0;0
14/05/2010;ON;C;9;08/07/2008;1874/2008;1;N;1;3;221;0;221;221;3;0;0;1;0;0;0;0
14/05/2010;M;C;10;12/11/2008;3211/2008;1;A;0;6;128;0;128;236;2;0;0;0;0;0;0;0
14/05/2010;R;C;8;29/04/2009;1047/2009;3;A;0;1;41;0;41;400;1;0;0;0;0;0;0;0
14/05/2010;R;SO;12;12/01/2010;0063/2010;3;N;2;6;174;0;174;174;2;0;0;2;0;0;0;0
14/05/2010;M;SO;12;06/04/2010;0542/2010;14;A;0;0;0;48;48;416;1;0;0;0;0;0;0;0
14/05/2010;M;VH;7;12/04/2010;0598/2010;2;A;0;2;43;0;43;178;1;0;0;0;0;0;0;0
14/05/2010;R;VH;7;14/05/2010;0883/2010;1;A;0;0;12;0;12;176;3;0;0;0;0;0;0;0
15/05/2010;ON;VH;7;11/02/2009;0297/2009;6;N;0;0;0;313;313;313;1;0;0;0;0;0;0;0
17/05/2010;M;NO;16;22/06/1970;2319/1970;1;A;0;2;45;0;45;136;2;0;0;0;0;0;0;0
17/05/2010;ON;NO;16;05/10/1972;6609/1972;3;A;0;2;37;0;37;173;2;0;0;0;0;0;0;0
17/05/2010;ON;RZ;4;29/08/1986;2205/1986;1;A;0;2;88;0;88;130;1;0;0;0;0;0;0;0
17/05/2010;ON;NO;8;10/01/1989;0037/1989;2;A;0;0;0;78;78;366;2;0;0;0;0;0;0;0
17/05/2010;ON;C;2;05/10/2007;3150/2007;4;N;18;18;713;17;730;730;8;18;0;0;0;0;0;0
17/05/2010;R;C;8;21/05/2009;1235/2009;1;A;0;2;47;0;47;434;2;0;0;0;0;0;0;0
17/05/2010;R;SO;12;11/05/2010;0858/2010;1;N;1;3;70;0;70;70;1;0;0;1;0;0;0;0
17/05/2010;ON;C;2;11/05/2010;0862/2010;4;A;0;0;0;0;0;730;8;0;0;0;0;0;0;0
17/05/2010;R;C;1;11/05/2010;0864/2010;8;A;0;0;0;0;0;271;1;0;0;0;0;0;0;0
17/05/2010;R;VH;13;17/05/2010;0890/2010;4;A;1;5;96;0;96;183;2;0;0;1;0;0;0;0
18/05/2010;C;VH;7;11/12/2002;2745/2002;6;C;0;0;0;318;318;318;1;0;0;0;0;0;0;0
18/05/2010;ON;C;9;09/05/2006;1045/2006;4;A;25;66;2688;67;2755;2755;15;0;11;12;2;0;0;0
18/05/2010;ON;C;1;11/05/2007;1504/2007;4;N;24;25;895;93;988;988;4;23;1;0;0;0;0;0
18/05/2010;R;FM;10;18/05/2009;0845/2010;1;A;0;0;7;0;7;146;2;0;0;0;0;0;0;0
18/05/2010;ON;NO;14;08/07/2009;1634/2009;1;N;1;2;68;0;68;68;1;0;1;0;0;0;0;0
18/05/2010;ON;NO;14;08/07/2009;1635/2009;1;N;1;2;68;0;68;68;1;0;1;0;0;0;0;0
18/05/2010;ON;NO;15;26/08/2009;2053/2009;1;A;0;0;0;0;0;189;1;0;0;0;0;0;0;0
18/05/2010;ON;C;9;03/12/2009;2912/2009;4;A;0;0;7;0;7;100;15;0;0;0;0;0;0;0
18/05/2010;R;VH;6;18/01/2010;0181/2010;8;A;0;0;0;98;98;103;1;0;0;0;0;0;0;0
18/05/2010;ON;C;1;07/04/2010;0570/2010;4;A;0;0;0;0;0;988;4;0;0;0;0;0;0;0
18/05/2010;C;FM;17;10/05/2010;0846/2010;1;C;0;0;41;0;41;41;1;0;0;0;0;0;0;0
18/05/2010;R;FM;17;10/05/2010;0848/2010;1;A;0;0;62;0;62;62;1;0;0;0;0;0;0;0
18/05/2010;R;C;1;14/05/2010;0879/2010;1;A;1;2;55;0;55;109;2;0;1;0;0;0;0;0
19/05/2010;ON;C;2;15/03/2005;0606/2005;1;N;1;6;199;0;199;199;2;0;0;0;0;0;1;0
19/05/2010;ON;C;1;23/04/2006;0416/2006;4;A;9;45;1164;50;1214;1214;12;0;0;0;0;9;0;0
19/05/2010;R;C;8;14/06/2006;1477/2006;1;A;0;4;83;0;83;230;2;0;0;0;0;0;0;0
19/05/2010;M;C;8;02/03/2007;0594/2007;2;A;1;4;132;0;132;149;2;0;0;0;1;0;0;0
19/05/2010;ON;C;9;24/10/2008;3001/2008;1;N;0;4;72;0;72;157;2;0;0;0;0;0;0;0
19/05/2010;ON;VH;7;18/11/2008;3271/2008;3;N;8;24;750;0;750;750;2;0;2;4;2;0;0;0
19/05/2010;ON;VH;7;03/11/2009;2655/2009;3;A;0;3;49;0;49;223;2;0;0;0;0;0;0;0
19/05/2010;R;VH;6;12/11/2009;2726/2009;3;A;1;4;89;0;89;161;2;0;0;0;1;0;0;0
19/05/2010;ON;C;1;16/11/2009;2757/2009;4;N;0;0;157;0;157;1319;13;0;0;0;0;0;0;0
19/05/2010;D;C;1;29/12/2009;3071/2009;1;D;0;0;92;0;92;0;0;0;0;0;0;0;0;0
19/05/2010;ON;NO;15;01/02/2010;0190/2010;3;A;0;1;17;0;17;196;2;0;0;0;0;0;0;0
19/05/2010;ON;C;9;06/05/2010;0831/2010;1;A;0;0;3;0;3;160;2;0;0;0;0;0;0;0
19/05/2010;R;VH;6;17/05/2010;0891/2010;1;A;0;1;93;0;93;290;2;0;0;0;0;0;0;0
19/05/2010;R;FM;17;18/05/2010;0909/2010;8;A;0;0;0;180;180;8896;1;0;0;0;0;0;0;0
19/05/2010;R;VH;7;19/05/2010;0927/2010;6;A;0;0;0;63;63;381;1;0;0;0;0;0;0;0
20/05/2010;ON;FM;10;18/12/2001;1908/2001;8;A;0;0;0;31;31;2850;2;0;0;0;0;0;0;0
20/05/2010;ON;C;8;20/11/2006;3162/2006;4;N;48;48;1742;19;1761;1761;13;48;0;0;0;0;0;0
20/05/2010;ON;C;1;26/07/2007;2342/2007;4;N;34;34;1491;47;1538;1538;11;34;0;0;0;0;0;0
20/05/2010;D;C;1;17/11/2008;3247/2008;3;D;0;0;410;0;410;0;0;0;0;0;0;0;0;0
20/05/2010;ON;C;8;19/11/2008;3295/2008;3;N;8;8;344;0;344;344;5;8;0;0;0;0;0;0
20/05/2010;R;C;9;12/08/2009;1932/2009;2;A;0;4;77;68;145;145;2;0;0;0;0;0;0;0
20/05/2010;R;NO;8;31/08/2009;2093/2009;6;A;0;0;0;110;110;213;1;0;0;0;0;0;0;0
20/05/2010;D;C;9;01/10/2009;2383/2009;1;D;0;0;87;0;87;0;0;0;0;0;0;0;0;0
20/05/2010;ON;C;8;20/01/2010;0114/2010;4;N;0;0;534;0;534;677;13;48;0;0;0;0;0;0
20/05/2010;R;SO;5;09/02/2010;0249/2010;6;N;0;0;0;573;573;573;1;0;0;0;0;0;0;0
20/05/2010;ON;C;1;26/04/2010;0742/2010;4;A;0;0;0;0;0;1534;11;0;0;0;0;0;0;0
20/05/2010;R;C;9;26/04/2010;0743/2010;1;A;0;1;38;0;38;123;2;0;0;0;0;0;0;0
20/05/2010;C;C;8;17/05/2010;0897/2010;1;C;0;0;0;77;77;77;1;0;0;0;0;0;0;0
20/05/2010;R;VH;13;19/05/2010;0934/2010;1;N;1;3;90;0;90;90;1;0;0;1;0;0;0;0
21/05/2010;ON;RZ;3;02/10/1989;1493/1989;17;A;0;0;0;200;200;597;2;0;0;0;0;0;0;0
21/05/2010;D;C;1;13/08/2008;2268/2008;14;D;0;0;0;241;241;0;0;0;0;0;0;0;0;0
21/05/2010;D;C;1;12/01/2009;0078/2009;3;D;0;0;356;0;356;0;0;0;0;0;0;0;0;0
21/05/2010;D;C;1;19/02/2009;0363/2009;3;D;0;0;280;0;280;0;0;0;0;0;0;0;0;0
21/05/2010;D;C;1;29/07/2009;1780/2009;1;D;0;0;123;0;123;87;2;0;0;0;0;0;0;0
